id_cliente,edad,genero,region,num_compras,ticket_promedio,categoria_principal,canal_preferido,dias_ultima_compra,meses_cliente,satisfaccion,programa_fidelidad,pct_descuento_usado,gasto_anual,cliente_activo,segmento_cliente
CLI-00436,71,M,Coquimbo,10,30800.0,Deportes,Online,51,2.0,2.0,0,23.1,277400.0,1,Recurrente
CLI-00437,65,M,Valparaíso,6,54800.0,Deportes,App móvil,15,26.0,8.0,0,,321500.0,1,Recurrente
CLI-00438,56,M,Valparaíso,6,99900.0,Ropa,Tienda física,1,54.0,8.0,0,4.3,622000.0,1,Recurrente
CLI-00439,46,M,Valparaíso,4,67700.0,Alimentos,Online,6,44.0,10.0,0,5.2,310100.0,1,Nuevo
CLI-00440,59,M,Valparaíso,4,85000.0,Deportes,Online,13,17.0,6.0,0,14.8,344300.0,1,Nuevo
CLI-00441,43,F,Metropolitana,10,18200.0,Hogar,Online,77,,5.0,1,47.5,269500.0,1,Recurrente
CLI-00442,52,M,Metropolitana,6,101400.0,Deportes,Tienda física,29,49.0,8.0,1,30.7,688000.0,1,Recurrente
CLI-00443,67,No especifica,Metropolitana,10,95300.0,Deportes,Online,113,2.0,8.0,0,50.6,822700.0,0,Recurrente
CLI-00444,42,M,Metropolitana,8,18600.0,Ropa,App móvil,71,8.0,10.0,1,12.9,303700.0,1,Recurrente
CLI-00445,41,F,Metropolitana,11,39400.0,Deportes,Online,16,46.0,5.0,1,17.4,506900.0,1,Recurrente
CLI-00446,30,F,Valparaíso,5,38200.0,Hogar,Tienda física,85,6.0,8.0,1,14.7,306200.0,1,Recurrente
CLI-00447,24,F,Coquimbo,6,30500.0,Alimentos,Online,6,9.0,,0,32.0,186700.0,1,Recurrente
CLI-00448,53,F,Metropolitana,3,23100.0,Electrónica,Online,2,1.0,7.0,1,51.5,181100.0,1,Nuevo
CLI-00449,62,F,Valparaíso,9,32800.0,Ropa,Tienda física,43,5.0,4.0,1,39.6,368100.0,1,Recurrente
CLI-00450,37,F,Metropolitana,8,51300.0,Hogar,Tienda física,19,39.0,8.0,0,33.2,453700.0,1,Recurrente
CLI-00451,18,F,Araucanía,10,73200.0,Ropa,Online,18,9.0,8.0,1,31.4,792200.0,1,Recurrente
CLI-00452,25,F,Coquimbo,7,57400.0,Alimentos,Tienda física,53,14.0,2.0,1,16.8,476300.0,1,Recurrente
CLI-00453,63,M,Araucanía,7,132700.0,Deportes,App móvil,86,27.0,6.0,0,29.8,897700.0,1,Recurrente
CLI-00454,33,M,Coquimbo,8,29200.0,Deportes,Online,18,9.0,6.0,1,25.9,287400.0,1,Recurrente
CLI-00455,31,F,Metropolitana,8,18900.0,Hogar,Online,18,36.0,5.0,1,36.5,236500.0,0,Recurrente
CLI-00456,29,F,Araucanía,7,57000.0,Alimentos,Tienda física,35,29.0,,0,19.7,433700.0,1,Recurrente
CLI-00457,68,F,Biobío,4,19800.0,Electrónica,Tienda física,48,20.0,,0,23.7,138200.0,0,Nuevo
CLI-00458,40,F,Metropolitana,4,41000.0,Electrónica,Online,11,15.0,9.0,1,38.8,250500.0,1,Nuevo
CLI-00459,32,No especifica,Coquimbo,8,74500.0,Deportes,Online,110,36.0,,1,,651400.0,1,Recurrente
CLI-00460,45,M,Metropolitana,5,82700.0,Alimentos,Tienda física,48,3.0,6.0,0,26.0,401200.0,1,Recurrente
CLI-00461,51,M,Biobío,3,42500.0,Alimentos,App móvil,45,,10.0,1,53.1,304200.0,1,Nuevo
CLI-00462,19,M,Metropolitana,10,89400.0,Hogar,Tienda física,106,53.0,2.0,0,44.4,851900.0,1,Recurrente
CLI-00463,49,F,Metropolitana,3,27700.0,Electrónica,Online,108,23.0,8.0,1,1.9,183000.0,1,Nuevo
CLI-00464,40,F,Biobío,9,78600.0,Hogar,Tienda física,7,58.0,7.0,1,20.5,785000.0,1,Recurrente
CLI-00465,39,M,Valparaíso,7,22600.0,Ropa,Online,8,54.0,10.0,1,16.2,332800.0,1,Recurrente
CLI-00466,68,F,Metropolitana,7,249500.0,Alimentos,Online,65,46.0,6.0,1,37.1,1628500.0,0,Recurrente
CLI-00467,42,M,Metropolitana,4,115900.0,Electrónica,Tienda física,142,9.0,8.0,1,8.3,516400.0,1,Recurrente
CLI-00468,39,F,Araucanía,8,40100.0,Hogar,App móvil,50,30.0,3.0,1,14.4,389800.0,1,Recurrente
CLI-00469,39,F,Metropolitana,5,68100.0,Deportes,App móvil,24,19.0,10.0,1,12.2,408900.0,1,Recurrente
CLI-00470,66,M,Metropolitana,6,34300.0,Ropa,Online,52,38.0,6.0,0,24.3,232000.0,1,Recurrente
CLI-00471,69,F,Coquimbo,5,91200.0,Hogar,Tienda física,12,3.0,7.0,1,33.7,511900.0,1,Recurrente
CLI-00472,59,M,Araucanía,10,122800.0,Deportes,Online,279,50.0,4.0,1,25.6,1174600.0,1,Recurrente
CLI-00473,23,M,Metropolitana,8,127500.0,Electrónica,Online,26,,10.0,1,33.6,1034400.0,1,Recurrente
CLI-00474,32,M,Biobío,4,123000.0,Electrónica,App móvil,121,3.0,8.0,1,37.6,490700.0,0,Nuevo
CLI-00475,71,M,Araucanía,7,113600.0,Ropa,App móvil,26,34.0,3.0,1,11.5,854900.0,1,Recurrente
CLI-00476,60,M,Araucanía,7,79400.0,Deportes,Online,119,2.0,,1,18.8,602600.0,0,Recurrente
CLI-00477,54,F,Valparaíso,3,67900.0,Alimentos,Online,19,58.0,6.0,0,44.6,308900.0,1,Nuevo
CLI-00478,50,F,Metropolitana,9,58500.0,Electrónica,Online,65,27.0,5.0,0,13.4,515800.0,0,Recurrente
CLI-00479,25,F,Metropolitana,8,42700.0,Alimentos,Tienda física,136,23.0,6.0,1,,436800.0,0,Recurrente
CLI-00480,70,M,Metropolitana,9,55600.0,Alimentos,App móvil,47,42.0,10.0,1,5.9,599400.0,1,Recurrente
CLI-00481,61,F,Valparaíso,8,52300.0,Hogar,Online,51,32.0,8.0,1,51.1,553000.0,1,Recurrente
CLI-00482,61,M,Metropolitana,9,29300.0,Hogar,Tienda física,5,47.0,10.0,1,35.3,411300.0,1,Recurrente
CLI-00483,22,M,Valparaíso,7,58300.0,Electrónica,Online,29,35.0,,1,29.7,445100.0,1,Recurrente
CLI-00484,56,F,Metropolitana,6,61600.0,Alimentos,Online,99,40.0,8.0,1,21.8,424200.0,0,Recurrente
CLI-00485,21,M,Metropolitana,9,33500.0,Hogar,Tienda física,13,,7.0,1,3.7,403800.0,1,Recurrente
CLI-00486,23,F,Araucanía,8,103900.0,Deportes,App móvil,70,27.0,6.0,0,7.9,740100.0,0,Recurrente
CLI-00487,62,F,Valparaíso,8,77100.0,Deportes,Online,51,11.0,7.0,1,31.9,655400.0,1,Recurrente
CLI-00488,49,M,Metropolitana,3,31200.0,Deportes,Online,12,39.0,7.0,1,20.2,264100.0,1,Nuevo
CLI-00489,69,M,Araucanía,11,74900.0,Deportes,Online,15,19.0,10.0,1,11.0,828200.0,1,Recurrente
CLI-00490,47,M,Metropolitana,6,49400.0,Alimentos,Tienda física,26,25.0,7.0,1,27.5,388000.0,1,Recurrente
CLI-00491,64,F,Biobío,6,57600.0,Deportes,Online,7,7.0,9.0,1,51.8,419300.0,1,Recurrente
CLI-00492,52,M,Biobío,7,66700.0,Alimentos,Tienda física,111,31.0,8.0,1,,528100.0,1,Recurrente
CLI-00493,57,M,Metropolitana,12,130900.0,Electrónica,Online,61,57.0,7.0,1,11.2,1475700.0,0,Recurrente
CLI-00494,69,M,Araucanía,6,50200.0,Electrónica,Online,21,2.0,7.0,1,31.0,340600.0,1,Recurrente
CLI-00495,33,F,Valparaíso,6,81300.0,Deportes,Tienda física,17,38.0,6.0,1,44.9,525400.0,1,Recurrente
CLI-00496,30,M,Valparaíso,2,44800.0,Deportes,Online,53,5.0,4.0,0,39.1,96800.0,1,Nuevo
CLI-00497,67,M,Metropolitana,7,101500.0,Deportes,Tienda física,25,14.0,,1,16.5,735000.0,1,Recurrente
CLI-00498,59,F,Metropolitana,11,82700.0,Electrónica,Tienda física,12,18.0,10.0,1,33.1,909000.0,1,Recurrente
CLI-00499,47,No especifica,Coquimbo,12,60500.0,Hogar,App móvil,26,36.0,5.0,1,46.9,722700.0,1,Recurrente
CLI-00500,36,M,Metropolitana,6,120800.0,Electrónica,Online,93,4.0,10.0,1,30.4,784000.0,1,Recurrente
CLI-00501,34,M,Valparaíso,3,183400.0,Deportes,Tienda física,4,24.0,5.0,1,,582800.0,1,Recurrente
CLI-00502,36,M,Valparaíso,8,60600.0,Hogar,Online,21,13.0,,1,30.9,619700.0,1,Recurrente
CLI-00503,45,F,Valparaíso,7,82300.0,Hogar,App móvil,148,55.0,6.0,1,24.7,691600.0,1,Recurrente
CLI-00504,43,M,Metropolitana,5,67900.0,Ropa,Tienda física,1,21.0,4.0,0,19.1,271900.0,1,Recurrente
CLI-00505,54,F,Metropolitana,10,259600.0,Alimentos,Online,100,57.0,3.0,1,23.4,2407000.0,0,VIP
CLI-00506,43,F,Biobío,7,61200.0,Deportes,Online,22,33.0,6.0,1,56.6,492700.0,1,Recurrente
CLI-00507,70,F,Metropolitana,2,47800.0,Alimentos,App móvil,10,20.0,2.0,1,30.5,167500.0,1,Nuevo
CLI-00508,40,M,Metropolitana,7,50600.0,Ropa,App móvil,1,5.0,4.0,1,,398900.0,1,Recurrente
CLI-00509,26,F,Metropolitana,6,121600.0,Alimentos,App móvil,4,24.0,4.0,1,15.7,783000.0,1,Recurrente
CLI-00510,29,F,Metropolitana,7,107700.0,Deportes,App móvil,9,,1.0,1,5.5,783500.0,1,Recurrente
CLI-00511,70,F,Araucanía,5,103300.0,Ropa,App móvil,2,,4.0,1,50.3,580500.0,1,Recurrente
CLI-00512,18,M,Metropolitana,10,108900.0,Alimentos,Tienda física,19,28.0,7.0,1,18.4,1049600.0,1,Recurrente
CLI-00513,18,No especifica,Metropolitana,5,108900.0,Electrónica,Online,3,53.0,9.0,1,,679700.0,1,Recurrente
CLI-00514,64,M,Metropolitana,5,80700.0,Hogar,Online,54,51.0,,1,29.8,479700.0,1,Recurrente
CLI-00515,51,M,Biobío,8,81000.0,Ropa,Tienda física,77,45.0,3.0,1,53.4,731100.0,1,Recurrente
CLI-00516,49,M,Valparaíso,4,49800.0,Electrónica,Tienda física,99,7.0,8.0,1,29.5,307700.0,1,Nuevo
CLI-00517,71,F,Metropolitana,8,59000.0,Deportes,Tienda física,36,42.0,1.0,1,43.9,518700.0,1,Recurrente
CLI-00518,65,M,Biobío,6,110400.0,Hogar,Online,132,35.0,8.0,0,12.9,708800.0,1,Recurrente
CLI-00519,42,M,Valparaíso,7,41600.0,Ropa,Tienda física,1,55.0,4.0,0,34.1,360900.0,1,Recurrente
CLI-00520,57,M,Araucanía,7,70700.0,Hogar,Online,7,30.0,5.0,1,49.1,578400.0,1,Recurrente
CLI-00521,62,M,Araucanía,10,52100.0,Ropa,Tienda física,16,,4.0,1,19.2,586800.0,1,Recurrente
CLI-00522,70,F,Metropolitana,7,38400.0,Ropa,Tienda física,71,39.0,5.0,0,40.1,266000.0,1,Recurrente
CLI-00523,18,F,Metropolitana,8,177800.0,Alimentos,Online,98,9.0,9.0,1,25.9,1346000.0,1,Recurrente
CLI-00524,33,M,Metropolitana,10,87400.0,Hogar,App móvil,44,60.0,4.0,0,,883000.0,1,Recurrente
CLI-00525,56,F,Metropolitana,6,45800.0,Hogar,Tienda física,22,53.0,10.0,1,38.9,385900.0,1,Recurrente
CLI-00526,22,F,Coquimbo,4,209600.0,Electrónica,App móvil,50,12.0,6.0,0,41.3,774100.0,1,Recurrente
CLI-00527,39,M,Metropolitana,12,34400.0,Deportes,Online,9,54.0,10.0,1,53.1,587500.0,1,Recurrente
CLI-00528,46,M,Metropolitana,10,184400.0,Electrónica,Online,28,29.0,5.0,1,11.6,1750500.0,1,VIP
CLI-00529,20,No especifica,Biobío,7,1185736.0,Alimentos,Online,32,,5.0,1,17.6,554100.0,1,Recurrente
CLI-00530,29,F,Valparaíso,15,46300.0,Ropa,Online,5,27.0,7.0,1,25.2,721400.0,1,Recurrente
CLI-00531,43,M,Metropolitana,7,33100.0,Alimentos,Online,2,19.0,3.0,1,43.7,317800.0,1,Recurrente
CLI-00532,33,F,Metropolitana,5,103200.0,Alimentos,Online,63,13.0,9.0,1,24.2,592800.0,0,Recurrente
CLI-00533,68,M,Metropolitana,11,142300.0,Electrónica,App móvil,35,42.0,7.0,0,18.8,1454400.0,1,Recurrente
CLI-00534,54,F,Biobío,9,29900.0,Ropa,App móvil,19,37.0,8.0,1,25.2,387100.0,1,Recurrente
CLI-00535,39,M,Metropolitana,5,21400.0,Deportes,App móvil,26,32.0,5.0,1,32.3,262700.0,1,Recurrente
CLI-00536,46,M,Metropolitana,6,82100.0,Alimentos,App móvil,143,15.0,8.0,1,12.5,479800.0,1,Recurrente
CLI-00537,31,M,Valparaíso,10,59800.0,Deportes,Tienda física,22,21.0,8.0,0,26.0,565500.0,1,Recurrente
CLI-00538,45,No especifica,Metropolitana,10,77900.0,Ropa,Tienda física,5,3.0,8.0,1,34.5,814100.0,1,Recurrente
CLI-00539,22,F,Valparaíso,8,51900.0,Ropa,Online,29,8.0,6.0,1,20.8,497500.0,1,Recurrente
CLI-00540,64,M,Valparaíso,12,30000.0,Electrónica,Online,636,6.0,10.0,1,43.0,414500.0,1,Recurrente
CLI-00541,66,M,Metropolitana,7,63100.0,Hogar,Tienda física,1,29.0,10.0,0,17.7,491000.0,1,Recurrente
CLI-00542,47,F,Coquimbo,8,150100.0,Electrónica,App móvil,19,19.0,9.0,1,,1125900.0,1,Recurrente
CLI-00543,63,M,Valparaíso,5,78300.0,Deportes,Tienda física,23,17.0,7.0,1,,504100.0,1,Recurrente
CLI-00544,69,M,Metropolitana,7,121600.0,Electrónica,App móvil,29,10.0,7.0,0,21.5,764400.0,1,Recurrente
CLI-00545,22,No especifica,Valparaíso,6,36500.0,Ropa,Online,17,33.0,3.0,1,47.8,307200.0,1,Recurrente
CLI-00546,29,M,Biobío,8,35100.0,Alimentos,Tienda física,50,13.0,10.0,0,14.1,295300.0,1,Recurrente
CLI-00547,33,F,Biobío,8,151700.0,Hogar,Tienda física,131,27.0,10.0,0,34.1,1125300.0,1,Recurrente
CLI-00548,43,No especifica,Metropolitana,7,43800.0,Ropa,App móvil,111,42.0,1.0,1,34.1,458400.0,1,Recurrente
CLI-00549,43,M,Coquimbo,12,109900.0,Alimentos,App móvil,50,12.0,6.0,1,9.6,1281900.0,1,Recurrente
CLI-00550,65,M,Metropolitana,8,150500.0,Deportes,Tienda física,32,2.0,9.0,1,16.8,1116400.0,1,Recurrente
CLI-00551,38,M,Metropolitana,8,57100.0,Deportes,Online,79,10.0,3.0,1,20.0,464000.0,1,Recurrente
CLI-00552,56,F,Metropolitana,7,110400.0,Deportes,Online,82,21.0,5.0,1,24.8,729900.0,1,Recurrente
CLI-00553,53,F,Metropolitana,6,101800.0,Electrónica,Online,80,23.0,10.0,0,17.3,606000.0,0,Recurrente
CLI-00554,50,F,Araucanía,3,30000.0,Deportes,App móvil,8,1.0,9.0,0,16.2,117600.0,1,Nuevo
CLI-00555,47,M,Metropolitana,5,70700.0,Deportes,Online,2,33.0,10.0,1,24.6,488900.0,1,Recurrente
CLI-00556,54,F,Metropolitana,5,65800.0,Electrónica,Online,184,52.0,4.0,1,35.0,427000.0,0,Recurrente
CLI-00557,40,No especifica,Araucanía,6,64600.0,Alimentos,Online,145,26.0,5.0,0,21.6,373800.0,0,Recurrente
CLI-00558,27,F,Metropolitana,9,60900.0,Ropa,App móvil,38,15.0,8.0,1,23.1,560300.0,1,Recurrente
CLI-00559,71,No especifica,Metropolitana,7,78100.0,Hogar,Tienda física,224,22.0,7.0,1,23.5,639200.0,0,Recurrente
CLI-00560,22,F,Metropolitana,6,85200.0,Deportes,Tienda física,67,25.0,6.0,0,29.5,476500.0,1,Recurrente
CLI-00561,53,F,Metropolitana,11,76200.0,Deportes,Online,33,1.0,9.0,0,23.8,733600.0,1,Recurrente
CLI-00562,51,F,Metropolitana,2,71600.0,Deportes,Online,23,59.0,9.0,0,10.9,266500.0,1,Nuevo
CLI-00563,69,M,Biobío,14,48600.0,Electrónica,Online,41,26.0,6.0,1,9.5,675300.0,0,Recurrente
CLI-00564,48,M,Metropolitana,10,165300.0,Electrónica,App móvil,33,,4.0,0,39.3,1466700.0,1,Recurrente
CLI-00565,27,F,Metropolitana,10,32300.0,Electrónica,App móvil,229,41.0,,0,6.3,320700.0,1,Recurrente
CLI-00566,36,M,Biobío,7,8300.0,Hogar,Tienda física,31,24.0,,1,7.3,189700.0,1,Recurrente
CLI-00567,49,F,Biobío,8,83200.0,Ropa,Online,82,39.0,4.0,1,47.0,654500.0,1,Recurrente
CLI-00568,18,No especifica,Metropolitana,9,48700.0,Deportes,App móvil,76,16.0,7.0,1,11.7,524100.0,1,Recurrente
CLI-00569,22,F,Valparaíso,11,78500.0,Alimentos,Tienda física,4,,7.0,1,22.5,948900.0,1,Recurrente
CLI-00570,62,M,Metropolitana,4,32900.0,Deportes,Online,5,16.0,9.0,1,12.7,218200.0,1,Nuevo
CLI-00571,21,M,Valparaíso,9,183900.0,Deportes,Online,49,13.0,6.0,1,15.9,1567100.0,1,VIP
CLI-00572,33,M,Valparaíso,7,182500.0,Deportes,Tienda física,14,42.0,,0,6.4,1169900.0,0,Recurrente
CLI-00573,41,F,Metropolitana,7,112200.0,Deportes,Tienda física,49,32.0,8.0,0,22.4,762000.0,1,Recurrente
CLI-00574,33,F,Coquimbo,5,73600.0,Ropa,App móvil,8,50.0,8.0,1,50.4,457400.0,1,Recurrente
CLI-00575,19,No especifica,Metropolitana,7,50200.0,Alimentos,App móvil,23,41.0,10.0,1,9.3,446900.0,1,Recurrente
CLI-00576,66,M,Biobío,7,57700.0,Electrónica,Online,5,44.0,,1,29.3,518700.0,1,Recurrente
CLI-00577,45,No especifica,Metropolitana,6,209600.0,Alimentos,Tienda física,15,,9.0,0,29.6,1136300.0,1,Recurrente
CLI-00578,49,F,Biobío,10,112300.0,Deportes,Online,5,13.0,5.0,1,38.5,1079600.0,1,Recurrente
CLI-00579,44,M,Valparaíso,8,15800.0,Alimentos,Tienda física,159,11.0,,1,13.9,191700.0,0,Recurrente
CLI-00580,37,F,Araucanía,6,182800.0,Deportes,Tienda física,23,15.0,7.0,1,30.4,1083600.0,1,Recurrente
CLI-00581,41,M,Metropolitana,8,22700.0,Alimentos,Tienda física,105,10.0,10.0,1,32.9,308000.0,1,Recurrente
CLI-00582,29,M,Valparaíso,9,82100.0,Hogar,App móvil,160,42.0,5.0,0,42.7,736600.0,1,Recurrente
CLI-00583,67,F,Valparaíso,6,68100.0,Alimentos,Tienda física,109,41.0,4.0,1,29.5,506000.0,1,Recurrente
CLI-00584,52,M,Biobío,5,135200.0,Electrónica,App móvil,28,57.0,8.0,0,31.8,750700.0,1,Recurrente
CLI-00585,50,F,Valparaíso,6,70400.0,Electrónica,Online,68,57.0,5.0,1,17.1,592700.0,1,Recurrente
CLI-00586,50,F,Valparaíso,10,221500.0,Alimentos,Online,8,3.0,8.0,1,6.2,2006900.0,1,VIP
CLI-00587,68,F,Metropolitana,9,70300.0,Alimentos,Tienda física,5,55.0,10.0,1,35.3,733100.0,1,Recurrente
CLI-00588,60,M,Metropolitana,7,38400.0,Ropa,App móvil,95,16.0,10.0,1,8.8,352800.0,1,Recurrente
CLI-00589,54,F,Valparaíso,6,105800.0,Alimentos,Online,2,44.0,5.0,0,28.3,576700.0,0,Recurrente
CLI-00590,29,F,Metropolitana,2,30600.0,Electrónica,Online,162,17.0,5.0,0,13.7,90600.0,0,Nuevo
CLI-00591,20,F,Coquimbo,4,36200.0,Hogar,Tienda física,51,25.0,7.0,0,51.6,168800.0,1,Nuevo
CLI-00592,18,M,Biobío,8,99600.0,Electrónica,Tienda física,25,30.0,8.0,1,41.6,809700.0,1,Recurrente
CLI-00593,50,M,Coquimbo,11,180200.0,Ropa,App móvil,7,47.0,8.0,1,29.7,1871800.0,1,VIP
CLI-00594,57,F,Metropolitana,7,147000.0,Alimentos,Tienda física,58,57.0,8.0,0,4.6,935800.0,1,Recurrente
CLI-00595,27,M,Araucanía,4,54600.0,Hogar,App móvil,38,35.0,8.0,1,14.6,312200.0,1,Nuevo
CLI-00596,60,F,Araucanía,7,67700.0,Electrónica,Tienda física,56,37.0,4.0,0,28.5,408100.0,0,Recurrente
CLI-00597,61,F,Biobío,6,50900.0,Hogar,Online,25,60.0,9.0,1,6.5,416000.0,1,Recurrente
CLI-00598,46,F,Valparaíso,6,50800.0,Deportes,Tienda física,4,13.0,3.0,1,15.6,351600.0,1,Recurrente
CLI-00599,30,F,Metropolitana,10,52700.0,Electrónica,Tienda física,18,24.0,1.0,1,11.5,586000.0,1,Recurrente
CLI-00600,29,No especifica,Araucanía,7,130100.0,Deportes,App móvil,18,38.0,8.0,0,2.4,917700.0,0,Recurrente
CLI-00601,48,F,Valparaíso,8,158700.0,Hogar,Online,1,26.0,,1,22.5,1173500.0,1,Recurrente
CLI-00602,63,No especifica,Metropolitana,9,104700.0,Alimentos,Online,1,58.0,8.0,0,19.6,936900.0,1,Recurrente
CLI-00603,19,F,Metropolitana,5,34600.0,Alimentos,Online,19,9.0,6.0,0,33.8,159000.0,0,Recurrente
CLI-00604,68,M,Coquimbo,5,74000.0,Alimentos,Tienda física,59,19.0,1.0,1,34.6,427200.0,1,Recurrente
CLI-00605,67,M,Araucanía,6,65400.0,Deportes,Online,45,28.0,6.0,1,33.5,494400.0,1,Recurrente
CLI-00606,52,F,Coquimbo,12,101200.0,Alimentos,Tienda física,13,7.0,8.0,0,13.9,1122800.0,1,Recurrente
CLI-00607,40,M,Valparaíso,5,93700.0,Ropa,App móvil,42,45.0,5.0,1,23.1,629100.0,1,Recurrente
CLI-00608,34,F,Metropolitana,7,103400.0,Electrónica,Tienda física,47,22.0,8.0,1,28.8,792900.0,1,Recurrente
CLI-00609,43,M,Metropolitana,10,56100.0,Electrónica,Tienda física,34,30.0,9.0,1,38.0,623600.0,1,Recurrente
CLI-00610,25,F,Metropolitana,4,34700.0,Hogar,App móvil,34,37.0,7.0,1,24.4,231200.0,1,Nuevo
CLI-00611,46,F,Metropolitana,9,85100.0,Deportes,Tienda física,21,16.0,9.0,0,15.4,722200.0,1,Recurrente
CLI-00612,43,F,Metropolitana,5,35300.0,Electrónica,Online,6,36.0,9.0,1,31.2,337600.0,1,Recurrente
CLI-00613,27,F,Metropolitana,8,85800.0,Deportes,Online,22,5.0,9.0,1,31.4,679800.0,1,Recurrente
CLI-00614,43,F,Metropolitana,6,150800.0,Hogar,Tienda física,20,29.0,8.0,0,15.7,867200.0,1,Recurrente
CLI-00615,51,M,Coquimbo,7,82600.0,Alimentos,Online,41,52.0,6.0,1,32.3,651000.0,1,Recurrente
CLI-00616,68,F,Metropolitana,8,103600.0,Hogar,Tienda física,88,51.0,7.0,0,9.7,766800.0,1,Recurrente
CLI-00617,58,M,Araucanía,8,24500.0,Ropa,App móvil,22,23.0,8.0,1,5.7,318300.0,1,Recurrente
CLI-00618,24,No especifica,Valparaíso,7,61000.0,Alimentos,Tienda física,56,6.0,5.0,1,28.2,448100.0,1,Recurrente
CLI-00619,21,F,Metropolitana,6,72800.0,Alimentos,Online,76,36.0,8.0,1,,499800.0,0,Recurrente
CLI-00620,70,M,Metropolitana,3,105000.0,Alimentos,Online,11,57.0,7.0,1,25.6,459800.0,1,Nuevo
CLI-00621,67,M,Metropolitana,7,69000.0,Hogar,App móvil,105,33.0,3.0,0,17.9,477600.0,1,Recurrente
CLI-00622,62,F,Metropolitana,3,67800.0,Ropa,App móvil,4,49.0,7.0,0,35.8,255700.0,0,Nuevo
CLI-00623,28,M,Biobío,7,39200.0,Deportes,Tienda física,105,,3.0,1,50.1,385700.0,1,Recurrente
CLI-00624,46,M,Metropolitana,2,87900.0,Hogar,Online,9,,1.0,1,68.8,287900.0,1,Nuevo
CLI-00625,53,F,Metropolitana,14,238000.0,Electrónica,Tienda física,19,55.0,9.0,1,56.5,3048200.0,1,VIP
CLI-00626,42,F,Metropolitana,8,129900.0,Electrónica,Online,42,34.0,7.0,1,37.3,1014300.0,1,Recurrente
CLI-00627,38,F,Coquimbo,7,122700.0,Hogar,Online,107,43.0,7.0,1,26.3,897500.0,1,Recurrente
CLI-00628,53,No especifica,Biobío,6,130200.0,Deportes,Online,14,26.0,6.0,1,17.1,784300.0,1,Recurrente
CLI-00629,27,F,Biobío,4,76700.0,Electrónica,Tienda física,65,37.0,7.0,0,21.3,298200.0,1,Nuevo
CLI-00630,54,F,Metropolitana,8,50500.0,Deportes,Online,56,13.0,4.0,1,34.3,478300.0,1,Recurrente
CLI-00631,26,M,Biobío,8,75700.0,Alimentos,Online,8,52.0,8.0,0,,647200.0,1,Recurrente
CLI-00632,41,F,Biobío,4,31900.0,Hogar,Online,30,17.0,9.0,1,54.0,239600.0,1,Nuevo
CLI-00633,52,M,Valparaíso,5,26400.0,Alimentos,Tienda física,30,32.0,9.0,1,20.4,282600.0,1,Recurrente
CLI-00634,66,No especifica,Coquimbo,8,52600.0,Electrónica,Tienda física,17,32.0,4.0,1,27.2,542500.0,1,Recurrente
CLI-00635,52,F,Metropolitana,5,75000.0,Deportes,Online,69,28.0,7.0,1,47.0,498100.0,0,Recurrente
CLI-00636,65,F,Coquimbo,4,37000.0,Alimentos,App móvil,118,29.0,9.0,1,37.3,268000.0,0,Nuevo
CLI-00637,53,M,Coquimbo,11,53200.0,Electrónica,Tienda física,57,25.0,4.0,0,9.1,545000.0,1,Recurrente
CLI-00638,35,F,Metropolitana,7,120600.0,Ropa,Online,662,47.0,3.0,0,32.4,767700.0,1,Recurrente
CLI-00639,66,F,Valparaíso,9,158800.0,Alimentos,Online,3,22.0,9.0,0,8.2,1293100.0,1,Recurrente
CLI-00640,56,M,Coquimbo,9,28600.0,Ropa,Tienda física,2,27.0,9.0,1,24.5,377400.0,1,Recurrente
CLI-00641,49,M,Metropolitana,3,57200.0,Ropa,Online,101,44.0,7.0,0,26.5,199100.0,0,Nuevo
CLI-00642,41,F,Valparaíso,9,156700.0,Electrónica,Online,103,38.0,,1,12.3,1330700.0,1,Recurrente
CLI-00643,40,M,Coquimbo,5,127600.0,Hogar,Tienda física,6,20.0,7.0,0,37.5,539400.0,1,Recurrente
CLI-00644,49,No especifica,Valparaíso,6,120500.0,Deportes,Tienda física,20,45.0,6.0,0,43.2,667400.0,1,Recurrente
CLI-00645,54,M,Metropolitana,3,67000.0,Electrónica,Tienda física,82,50.0,7.0,0,28.8,278200.0,0,Nuevo
CLI-00646,29,M,Valparaíso,6,86300.0,Alimentos,Tienda física,7,24.0,7.0,0,7.1,508200.0,1,Recurrente
CLI-00647,66,F,Metropolitana,13,108500.0,Deportes,App móvil,15,47.0,7.0,1,30.0,1398700.0,1,Recurrente
CLI-00648,30,M,Valparaíso,9,191200.0,Hogar,Online,52,,8.0,1,23.6,1640700.0,1,VIP
CLI-00649,40,F,Metropolitana,7,48300.0,Electrónica,Online,181,8.0,8.0,0,44.9,331100.0,0,Recurrente
CLI-00650,42,M,Valparaíso,6,75100.0,Hogar,App móvil,72,51.0,8.0,1,42.8,619900.0,1,Recurrente
CLI-00651,52,M,Valparaíso,10,66700.0,Alimentos,Tienda física,68,55.0,5.0,0,40.9,647800.0,0,Recurrente
CLI-00652,58,F,Biobío,9,61900.0,Electrónica,Tienda física,19,14.0,6.0,1,9.6,588800.0,1,Recurrente
CLI-00653,47,F,Valparaíso,5,103400.0,Alimentos,Online,49,39.0,3.0,1,10.3,582700.0,1,Recurrente
CLI-00654,34,F,Valparaíso,11,102600.0,Deportes,Online,6,14.0,7.0,1,6.9,1067800.0,1,Recurrente
